,Role,2018_2019,2019_2020,2020_2021,2021_2022,2022_2023,2023_2024,2024_2025,Education,Functional Responsibility,Years of Experience,Company,socio_economic
76,Administrative Assistant Level II,55.37,57.31,59.32,61.39,,,,,"Administrative Assistant (Series AA) Level II (AA02) - Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,CGI GROUP INC,
77,Administrative Assistant Level II,64.54,66.47,68.47,70.52,,,,,"Administrative Assistant (Series AA) Level II (AA02) - Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,ELECTRONIC CONSULTING SERVICES INC (ECS),
78,Administrative Assistant Level II,34.85,35.55,36.26,36.99,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,"CREATIVE COMPUTING SOLUTIONS, INC",
79,Administrative Assistant Level II,35.86,36.4,36.95,37.5,,,,,"Administrative Assistant (Series AA) Level II (AA02) - Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,ONPOINT CONSULTING INC,
80,Administrative Assistant Level II,24.7,25.02,25.35,25.68,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,"CREATIVE INFORMATION TECHNOLOGY, INC (CITI)",
81,Administrative Assistant Level II,61.83,63.68,65.59,67.56,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,ICF INTERNATIONAL INC,
82,Administrative Assistant Level II,52.71,54.08,55.54,57.1,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,"AAC, INC",
83,Administrative Assistant Level II,50.9,51.41,51.92,51.92,,,,,"Administrative Assistant (Series AA) Level II (AA02) - Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,ADVANCED TECHNOLOGY SYSTEMS INC,
84,Administrative Assistant Level II,47.48,48.9,50.37,51.88,,,,,"Administrative Assistant (Series AA) Level II (AA02) - Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,L-3 NATIONAL SECURITY SOLUTIONS INC,
85,Administrative Assistant Level II,47.04,47.98,48.94,49.92,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,CATAPULT HEALTH TECHNOLOGY GROUP (CHTG) JV,
86,Administrative Assistant Level II,49.72,51.21,52.75,54.33,,,,,"Administrative Assistant (Series AA) Level II (AA02) ? Provide administrative support specifically dedicated to the requirements of the project team. Perform a wide range of clerical and administrative duties including, for example, typing, filing, tracking of time records, word processing, dictation, and composition of correspondence. Commensurate experience and education.",,MAXIMUS INC,
